product_name,variant_name,variant_price,variant_sku,Variant values Stock,parent,Favourite,Product Description, Short Description,Information,Variant Header 1,Variant Header 2,Variant Header 3,Variant Header 4,discount code,GroupName,Sort,Image,category_name,sub_category_name,child_level_1,child_level_2,child_level_3,child_level_4,child_level_5
,42mm - 55mm Hose Protection Wrap ORANGE,22.4,HP-50-ORANGE,0,HP-Orange,,,,,,42,55,,,,050-O,,,,,,,,
HP-Red,,POA,,POA,,,,Hose Protection Wrap - Red,,,MIN,MAX,,,,17724,,Hydraulic , Hose , Accessories,,,,
,9mm - 12mm Hose Protection Wrap - RED,4,HP-12-RED,480,HP-Red,,,,,,9,12,,,,012-R,,,,,,,,
,16mm - 22mm Hose Protection Wrap RED,6,HP-20-RED,125,HP-Red,,,,,,16,20,,,,020-R,,,,,,,,
,22mm - 28mm Hose Protection Wrap RED,7.95,HP-25-RED,220,HP-Red,,,,,,22,28,,,,025-R,,,,,,,,
,27mm - 33mm Hose Protection Wrap RED,10.3,HP-32-RED,80,HP-Red,,,,,,27,33,,,,032-R,,,,,,,,
,32mm - 42mm Hose Protection Wrap RED,17.15,HP-40-RED,80,HP-Red,,,,,,42,42,,,,040-R,,,,,,,,
,42mm - 55mm Hose Protection Wrap RED,22.4,HP-50-RED,0,HP-Red,,,,,,42,55,,,,050-R,,,,,,,,
HP-Red-FRAS,,POA,,POA,,,,Hose Protection Wrap - Red FRAS Rated,,,MIN,MAX,,,,17727,,Hydraulic , Hose , Accessories,,,,
,12mm - 17mm FRAS HoseProetectionWrap RED,15.9,HP-16FRAS-RED,0,HP-Red-FRAS,,,,,,12,17,,,,016-RF,,,,,,,,
,12mm - 17mm Hose Protection Wrap RED,4.4,HP-16-RED,620,HP-Red-FRAS,,,,,,12,17,,,,016-R,,,,,,,,
,32mm - 42mm FRAS Hose Protection Wrap,13.2,HP-40FRAS,0,HP-Red-FRAS,,,,,,32,42,,,,040-RF,,,,,,,,
HP-White,,POA,,POA,,,,Hose Protection Wrap - Yellow,,,MIN,MAX,,,,17725,,Hydraulic , Hose , Accessories,,,,
,22mm - 28mm Hose Protection Wrap WHITE,7.95,HP-25-WHITE,0,HP-White,,,,,,22,28,,,,025-W,,,,,,,,
HP-Yellow,,POA,,POA,,,,Hose Protection Wrap - Yellow,,,MIN,MAX,,,,17726,,Hydraulic , Hose , Accessories,,,,
,150MM + Hose Protection Wrap - YELLOW,69.15,HP-110-YELLOW,0,HP-Yellow,,,,,,110,150,,,,110-Y,,,,,,,,
,9mm - 12mm Hose Wrap YELLOW,4.8,HP-12-YELLOW,20,HP-Yellow,,,,,,9,12,,,,012-Y,,,,,,,,
,12mm - 17mm Hose Protection Wrap YELLOW,4.4,HP-16-YELLOW,60,HP-Yellow,,,,,,12,17,,,,016-Y,,,,,,,,
,16mm - 22mm Hose Protection Wrap YELLOW,6,HP-20-YELLOW,40,HP-Yellow,,,,,,16,22,,,,020-Y,,,,,,,,
,22mm - 28mm Hose Protection Wrap YELLOW,7.95,HP-25-YELLOW,20,HP-Yellow,,,,,,22,28,,,,025-Y,,,,,,,,
,27mm - 33mm Hose Protection Wrap YELLOW,10.3,HP-32-YELLOW,96,HP-Yellow,,,,,,27,33,,,,032-Y,,,,,,,,
,32mm - 42mm Hose Protection Wrap YELLOW,17.15,HP-40-YELLOW,20,HP-Yellow,,,,,,43,42,,,,040-Y,,,,,,,,
,42mm - 55mm Hose Protection Wrap YELLOW,22.4,HP-50-YELLOW,0,HP-Yellow,,,,,,42,55,,,,050-Y,,,,,,,,
HR2E,,POA,,POA,,,,Whip Check,,Suit Hose OD mm,,,,,,17770,http://localhost/truflow/public/admin/images/csv_product_img/HR2E.jpg,Hydraulic , Hose , Accessories,,,,
,Whip Check - Two Eye  -  30-40mm,77,HR2E04,0,HR2E,,,,,30-40,,,,,,4,,,,,,,,
,Whip Check - Two-Eye 40-50mm,82,HR2E05,1,HR2E,,,,,40-50,,,,,,5,,,,,,,,
,Whip Check - Two-Eye 50-60mm,105,HR2E06,0,HR2E,,,,,50-60,,,,,,6,,,,,,,,
,Whip Check - Two-Eye 60-70mm,110,HR2E07,0,HR2E,,,,,60-70,,,,,,7,,,,,,,,
,Whip Check - Two Eye 100-120mm,175,HR2E10,0,HR2E,,,,,100-120,,,,,,10,,,,,,,,
HS,,POA,,POA,,,,Hose Straps,,,,,,,,17760,http://localhost/truflow/public/admin/images/csv_product_img/HS.jpg,Hydraulic , Hose , Accessories,,,,
,Hose Strap - 1.00 Metre,10.85,HS-1000,153,HS,,,,,,,,,,,1000,,,,,,,,
,Hose Strap - 1500mm,12.1,HS-1500,179,HS,,,,,,,,,,,1500,,,,,,,,
,Hose Strap  -  0.40 Metre,10.2,HS-400,160,HS,,,,,,,,,,,400,,,,,,,,
,Hose Strap - 600mm,10.45,HS-600,160,HS,,,,,,,,,,,600,,,,,,,,
,Hose Strap - 800mm,10.75,HS-800,186,HS,,,,,,,,,,,800,,,,,,,,
HYD32,,POA,,POA,,,,32 Weight Oil,,SIZE,,,,,,17560,http://localhost/truflow/public/admin/images/csv_product_img/HYD32.jpg,Hydraulic , Accessories , Oil,,,,
,20 LITRE 32 GRADE HYD OIL,183.35,TFHYD32/20,0,HYD32,,,,,20L,,,,,,,,,,,,,,
HYD46,,POA,,POA,,,,46 Weight Oil,,SIZE,,,,,,17570,http://localhost/truflow/public/admin/images/csv_product_img/HYD46.jpg,Hydraulic , Accessories , Oil,,,,
,20 LITRE 46 GRADE HYD OIL,187.05,TFHYD46/20,5,HYD46,,,,,20L,,,,,,,,,,,,,,
,20 Litre HVI 46 Blue Hyd Oil,233.2,TFHYD46/20-HVI,0,HYD46,,,,,20L,,,,,,,,,,,,,,
HYD68,,POA,,POA,,,,firg,,SIZE,,,,,,17580,http://localhost/truflow/public/admin/images/csv_product_img/HYD68.jpg,Hydraulic , Accessories , Oil,,,,
,1000 LITRE 68 GRADE HYD OIL,5720,TFHYD68/1000,0,HYD68,,,,,1000L,,,,,,1000,,,,,,,,
,20 LITRE 68 GRADE HYD OIL,187.05,TFHYD68/20,10,HYD68,,,,,20L,,,,,,20a,,,,,,,,
,200 LTR DRUM 68 GRADE OIL,0,TFHYD68/200,0,HYD68,,,,,200L,,,,,,200,,,,,,,,
,20 Litre HVI 68 Blue Hydraulic Oil,0,TFHYD68/20-HVI,0,HYD68,,,,,20L,,,,,,20h,,,,,,,,
IRB-F-BSP,,POA,,POA,,,,ISO B Female Coupling x BSPP Female,,Body,BSPP F,,,,,16590,http://localhost/truflow/public/admin/images/csv_product_img/ISOB-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO B,,,
,1-0 ISO B Body X 1-0 BSPP Female,148.95,F-IRB-100-BSP,21,IRB-F-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1/2 ISO B Body X 1/2 BSPP Female,52.8,F-IRB-12-BSP,54,IRB-F-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/4 ISO B Body X 1/4 BSPP Female,31.3,F-IRB-14-BSP,20,IRB-F-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
,3/4 ISO B Body X 3/4 BSPP Female,96.55,F-IRB-34-BSP,43,IRB-F-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8 ISO B Body X 3/8 BSPP Female,40.75,F-IRB-38-BSP,8,IRB-F-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
IRB-F-NPT,,POA,,POA,,,,ISO B Female Coupling x NPT Female,,Body,NPT F,,,,,16600,http://localhost/truflow/public/admin/images/csv_product_img/ISOB-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO B,,,
,1-0 ISO B Body X 1-0 NPT Female,161.45,F-IRB-100-NPT,25,IRB-F-NPT,,,,,1,1,,,,,1616,,,,,,,,
,1/2 ISO B Body X 1/2 NPT Female,52.8,F-IRB-12-NPT,22,IRB-F-NPT,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/4 ISO B Body X 1/4 NPT Female,31.3,F-IRB-14-NPT,4,IRB-F-NPT,,,,,1/4,1/4,,,,,404,,,,,,,,
,3/4 ISO B Body X 3/4 NPT Female,96.55,F-IRB-34-NPT,17,IRB-F-NPT,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8 ISO B Body X 3/8 NPT Female,40.75,F-IRB-38-NPT,0,IRB-F-NPT,,,,,3/8,3/8,,,,,606,,,,,,,,
IRB-F-PLUG,,POA,,POA,,,,Plug to suit ISO B Female Coupling,,Body,,,,,,16550,http://localhost/truflow/public/admin/images/csv_product_img/IR-F-PLUG.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO B,,,
,Plug to suit 1-0 ISO B Body - PVC,19.35,F-IRB-100-PLUG,23,IRB-F-PLUG,,,,,1,,,,,,1600,,,,,,,,
,Plug To Suit ISO B Body - PVC,12.5,F-IRB-12-PLUG,46,IRB-F-PLUG,,,,,1/2,,,,,,1212,,,,,,,,
,Plug To Suit ISO B Body - PVC,9.85,F-IRB-14-PLUG,50,IRB-F-PLUG,,,,,1/4,,,,,,400,,,,,,,,
,Plug To Suit 3/4 ISO B Body - PVC,13.7,F-IRB-34-PLUG,48,IRB-F-PLUG,,,,,3/4,,,,,,1200,,,,,,,,
,Plug To Suit 3/8 ISO B Body - PVC,10,F-IRB-38-PLUG,86,IRB-F-PLUG,,,,,3/8,,,,,,600,,,,,,,,
IRB-M-BSP,,POA,,POA,,,,ISO B Male Nipple x BSPP Female,,Body,BSPP F,,,,,16610,http://localhost/truflow/public/admin/images/csv_product_img/ISOB-M.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO B,,,
,1-0 ISO B Nipple X 1-0 BSPP Female,71.55,M-IRB-100-BSP,15,IRB-M-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1-0 ISO B Nipple X 1-0 BSPP Female Stainless Steel,POA,M-IRB-100-BSP-SS,POA,IRB-M-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1/2 ISO B Nipple X 1/2 BSPP Female,18.4,M-IRB-12-BSP,89,IRB-M-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/2 ISO B Nipple X 1/2 BSPP Female Stainless Steel,141.9,M-IRB-12-BSP-SS,0,IRB-M-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/4 ISO B Nipple X 1/4 BSPP Female,14.85,M-IRB-14-BSP,26,IRB-M-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
,1/8 ISO B Nipple X 1/8 BSPP Female,11.25,M-IRB-18-BSP,0,IRB-M-BSP,,,,,1/8,1/8,,,,,202,,,,,,,,
,3/4 ISO B Nipple X 3/4 BSPP Female,34.9,M-IRB-34-BSP,53,IRB-M-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8 ISO B Nipple X 3/8 BSPP Female,17.1,M-IRB-38-BSP,21,IRB-M-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
,3/8 ISO B Nipple X 3/8 BSPP Female Stainless Steel,120.15,M-IRB-38-BSP-SS,0,IRB-M-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
IRB-M-CAP,,POA,,POA,,,,Cap to suit ISO B Male Nipple,,Body,,,,,,16560,http://localhost/truflow/public/admin/images/csv_product_img/IR-M-CAP.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO B,,,
,Cap To Suit 1-0 ISO B Nipple - PVC,18.65,M-IRB-100-CAP,67,IRB-M-CAP,,,,,1,,,,,,1600,,,,,,,,
,Cap to suit 1/2 ISO B Nipple - PVC,12.5,M-IRB-12-CAP,21,IRB-M-CAP,,,,,1/2,,,,,,800,,,,,,,,
,Cap to suit 1/4 ISO B Nipple - PVC,8.75,M-IRB-14-CAP,50,IRB-M-CAP,,,,,1/4,,,,,,400,,,,,,,,
,Cap to suit 3/4 ISO B Nipple - PVC,13.7,M-IRB-34-CAP,45,IRB-M-CAP,,,,,3/4,,,,,,1200,,,,,,,,
,Cap to suit 3/8 ISO B Nipple - PVC,10,M-IRB-38-CAP,100,IRB-M-CAP,,,,,3/8,,,,,,600,,,,,,,,
IRB-M-NPT,,POA,,POA,,,,ISO B Male Nipple x NPT Female,,Body,NPT F,,,,,16620,http://localhost/truflow/public/admin/images/csv_product_img/ISOB-M.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO B,,,
,1-0 ISO B Nipple X 1-0 NPT Female,73.45,M-IRB-100-NPT,25,IRB-M-NPT,,,,,1,1,,,,,1616,,,,,,,,
,1/2 ISO B Nipple X 1/2 NPT Female,17.95,M-IRB-12-NPT,30,IRB-M-NPT,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/2 ISO B Nipple X 1/2 NPT Female Stainless Steel,117.85,M-IRB-12-NPT-SS,0,IRB-M-NPT,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/4 ISO B Nipple X 1/4 NPT Female,15.2,M-IRB-14-NPT,6,IRB-M-NPT,,,,,1/4,1/4,,,,,404,,,,,,,,
,1/4 ISO B Nipple X 1/4 NPT Female Stainless Steel,0,M-IRB-14-NPT-SS,0,IRB-M-NPT,,,,,1/4,1/4,,,,,404,,,,,,,,
,3/4 ISO B Nipple X 3/4 NPT Female,34.05,M-IRB-34-NPT,4,IRB-M-NPT,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8 ISO B Nipple X 3/8 NPT Female,17.1,M-IRB-38-NPT,29,IRB-M-NPT,,,,,3/8,3/8,,,,,606,,,,,,,,
,3/8 ISO B Nipple X 3/8 NPT Female Stainless Steel,99.25,M-IRB-38-NPT-SS,0,IRB-M-NPT,,,,,3/8,3/8,,,,,606,,,,,,,,
IR-BO-V-F-BSP,,POA,,POA,,,,ISO B Female (Poppet) Coupling x BSPP Female - Vented,,Body,BSPP F,,,,,16420,http://localhost/truflow/public/admin/images/csv_product_img/IR-V-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO B,,,
,1-0 ISO B Body X 1-0 BSPP Female - Brass W/- Viton Seal,203.65,F-IR-BO-100V-BSP,247,IR-BO-V-F-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1/2 ISO B Body X 1/2 BSPP Female - Brass W/- Viton Seal,71.55,F-IR-BO-12V-BSP,52,IR-BO-V-F-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,3/4 ISO B Body X 3/4 BSPP Female - Brass W/- Viton Seal,128.4,F-IR-BO-34V-BSP,200,IR-BO-V-F-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8 ISO B Body X 3/8 BSPP Female - Brass W/- Viton Seal,59.2,F-IR-BO-38V-BSP,121,IR-BO-V-F-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
IR-BO-V-M-BSP,,POA,,POA,,,,ISO B Male (Poppet Style) Coupling x BSPP Female - Viton Seal,,Body,BSPP F,,,,,16430,http://localhost/truflow/public/admin/images/csv_product_img/IR-V-M.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO B,,,
,1-0 ISO B Nipple x 1-0 BSPP Female-Brass W/-Viton Seal,108.7,M-IR-BO-100V-BSP,274,IR-BO-V-M-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1/2 ISO B Nipple X 1/2 BSPP Female-Brass W/-Viton Seal,36.3,M-IR-BO-12V-BSP,34,IR-BO-V-M-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/4 ISO B Nipple X 1/4 BSPP Female-Brass W/- Viton Seal,32.75,M-IR-BO-14V-BSP,206,IR-BO-V-M-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
,1/8 ISO B Nipple X 1/8 BSPP Female -Brass W/- Viton Seal,16.2,M-IR-BO-18V-BSP,0,IR-BO-V-M-BSP,,,,,1/8,1/8,,,,,202,,,,,,,,
,3/4 ISO B Nipple X 3/4 BSPP Female-Brass W/- Viton Seal,69.3,M-IR-BO-34V-BSP,168,IR-BO-V-M-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8 ISO B Nipple X 3/8 BSPP Female-Brass W/- Viton Seal,27.6,M-IR-BO-38V-BSP,74,IR-BO-V-M-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
IR-F-BSP,,POA,,POA,,,,ISO 5675 Agricultural Female (Ball Type) Coupling x BSPP Female - Vented,,Body,BSPP F,,,,,16420,http://localhost/truflow/public/admin/images/csv_product_img/IR-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Agricultural,,,
,1-0 ISO 5675(Agricultural)Body(Ball Type) X 1-0 BSPP Female,152.6,F-IR-100-BSP,36,IR-F-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1/2 ISO 5675(Agricultural)Body(Ball Type) X 1/2  BSPP Female,44.5,F-IR-12-BSP,130,IR-F-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,3/8 ISO 5675(Agricultural)Body(Ball Type) X 3/8 BSPP Female,51.8,F-IR-38-BSP,18,IR-F-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
IR-F-PLUG,,POA,,POA,,,,Plug to suit ISO 5675 Agricultural Female Coupling,,Body,,,,,,16410,http://localhost/truflow/public/admin/images/csv_product_img/IR-F-PLUG.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Agricultural,,,
,Plug To Suit 1/4 ISO 5675 Body - PVC,9.5,F-IR-14-V-PLUG,99,IR-F-PLUG,,,,,1/4,,,,,,400,,,,,,,,
,Plug To Suit 3/8 ISO 5675 Body - PVC,13.7,F-IR-38-V-PLUG,48,IR-F-PLUG,,,,,3/8,,,,,,600,,,,,,,,
IRH-F-BSP,,POA,,POA,,,,IRH (Tema) Female Coupling x BSPP Female,,Body,BSPP F,,,,,16700,http://localhost/truflow/public/admin/images/csv_product_img/IRH-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Tema,,,
,1-0 TEMA Interchange Body X 1-0 BSPP Female,205.65,F-IRH-100-BSP,5,IRH-F-BSP,,,,,1,1,,,,,1600,,,,,,,,
,1-0 TEMA InterchangeBodyX1-0BSPPFemaleW/-Pressure Eliminator,234.45,F-IRH-100-BSP-PE,10,IRH-F-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1/2 TEMA Interchange Body X 1/2 BSPP Female,102.7,F-IRH-12-BSP,5,IRH-F-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/2 TEMA InterchangeBodyX1/2BSPPFemaleW/-Pressure Eliminator,110.6,F-IRH-12-BSP-PE,13,IRH-F-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/4 TEMA Interchange Body X 1/4 BSPP Female,64.8,F-IRH-14-BSP,18,IRH-F-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
,3/4 TEMA Interchange Body X 3/4 BSPP Female,145.95,F-IRH-34-BSP,10,IRH-F-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/4 TEMA InterchangeBodyX3/4BSPPFemaleW/-Pressure Eliminator,165.2,F-IRH-34-BSP-PE,32,IRH-F-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8 TEMA Interchange Body X 3/8 BSPP Female,102,F-IRH-38-BSP,6,IRH-F-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
IRH-F-PLUG,,POA,,POA,,,,Plug to suit IRH (Tema) Female Coupling,,Body,,,,,,16680,http://localhost/truflow/public/admin/images/csv_product_img/IR-F-PLUG.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Tema,,,
,Plug To Suit 1-0 TEMA Interchange Body - PVC,20.55,F-IRH-100-PLUG-RED,120,IRH-F-PLUG,,,,,1,,,,,,1600,,,,,,,,
,Plug To Suit 1/2 TEMA Interchange Body - PVC,11.2,F-IRH-12-PLUG,78,IRH-F-PLUG,,,,,1/2,,,,,,800,,,,,,,,
,Plug To Suit 1/4 TEMA Interchange Body - PVC,11.2,F-IRH-14-PLUG,13,IRH-F-PLUG,,,,,1/4,,,,,,400,,,,,,,,
,Plug(Black) To Suit 3/4 TEMA Interchange Body - PVC,11.2,F-IRH-34-PLUGBLACK,30,IRH-F-PLUG,,,,,3/4,,,,,,1200,,,,,,,,
,Plug(Red) To Suit 3/4 TEMA Interchange Body - PVC,11.2,F-IRH-34-PLUG-RED,0,IRH-F-PLUG,,,,,3/4,,,,,,1200,,,,,,,,
,Plug To Suit 3/8 TEMA Interchange Body - PVC,10.35,F-IRH-38-Plug,20,IRH-F-PLUG,,,,,3/8,,,,,,600,,,,,,,,
IRH-M-BSP,,POA,,POA,,,,IRH (Tema) Male Plug x BSPP Female,,Body,BSPP F,,,,,16710,http://localhost/truflow/public/admin/images/csv_product_img/IRH-M.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Tema,,,
,1-0 TEMA Interchange Nipple X 1-0 BSPP Female,119.45,M-IRH-100-BSP,5,IRH-M-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1-0TEMAInterchangeNippleX1-0BSPPFemaleW/-Pressure Eliminator,138.95,M-IRH-100-BSP-PE,10,IRH-M-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1/2 TEMA Interchange Nipple X 1/2 BSPP Female,44.9,M-IRH-12-BSP,9,IRH-M-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/2TEMAInterchangeNippleX1/2BSPPFemaleW/-PressureEliminator,61.05,M-IRH-12-BSP-PE,15,IRH-M-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/4 TEMA Interchange Nipple X 1/4 BSPP Female,30.45,M-IRH-14-BSP,20,IRH-M-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
,3/4 TEMA Interchange Nipple X 3/4 BSPP Female,68.4,M-IRH-34-BSP,10,IRH-M-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/4TEMAInterchangeNippleX3/4BSPPFemaleW/-PressureEliminator,84.05,M-IRH-34-BSP-PE,42,IRH-M-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8 TEMA Interchange Nipple X 3/8 BSPP Female,37.45,M-IRH-38-BSP,12,IRH-M-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
,3/8TEMAInterchangeNippleX3/8BSPPFemaleW/-PressureEliminator,57.4,M-IRH-38-BSP-PE,0,IRH-M-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
,3/8 TEMA Interchange Nipple(Valveless) X 3/8 BSPP Female,39.05,M-IRH-38-BSP-UV,0,IRH-M-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
IRH-M-CAP,,POA,,POA,,,,Cap to suit IRH (Tema) Male Plug,,Body,,,,,,16690,http://localhost/truflow/public/admin/images/csv_product_img/IR-M-CAP.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Tema,,,
,Cap To Suit 1-0 TEMA Interchange Nipple - PVC,20.55,M-IRH-100-CAP-RED,97,IRH-M-CAP,,,,,1,,,,,,1600,,,,,,,,
,Cap To Suit 1/2 TEMA Interchange Nipple - PVC,11.2,M-IRH-12-CAP,53,IRH-M-CAP,,,,,1/2,,,,,,800,,,,,,,,
,Cap To Suit 1/4 TEMA Interchange Nipple - PVC,11.2,M-IRH-14-CAP,33,IRH-M-CAP,,,,,1/4,,,,,,400,,,,,,,,
,Cap(Black) to suit 3/4 TEMA Interchange Nipple - PVC,11.2,M-IRH-34-CAPBLACK,174,IRH-M-CAP,,,,,3/4,,,,,,1200,,,,,,,,
,Cap(Red) To Suit 3/4 TEMA Interchange Nipple - PVC,11.2,M-IRH-34-CAP-RED,81,IRH-M-CAP,,,,,3/4,,,,,,1200,,,,,,,,
,Cap To Suit 3/8 TEMA Interchange Nipple - PVC,10.35,M-IRH-38-Cap,20,IRH-M-CAP,,,,,3/8,,,,,,600,,,,,,,,
IR-M-BSP,,POA,,POA,,,,ISO 5675 Agricultural Male Coupling x BSPP Female - Viton Seal,,Body,BSPP F,,,,,16430,http://localhost/truflow/public/admin/images/csv_product_img/IR-M.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Agricultural,,,
,1-0 ISO 5675(Agricultural)Nipple(Ball Type)X1-0 BSPP Female,83.4,M-IR-100-BSP,36,IR-M-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1/2ISOA&ISO5675(Agricultural)Nipple(BallType)X1/2BSPP Female,21.75,M-IR-12-BSP,0,IR-M-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
,1/4ISO5675(Agricultural)Nipple(BallType)1/4BSPP,16.1,M-IR-14-BSP,1,IR-M-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
,3/4ISO5675(Agricultural)Nipple(BallType) X 3/4 BSPP Female,44.65,M-IR-34-BSP,0,IR-M-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8 ISO5675(Agricultural)Nipple(BallType) X 3/8 BSPP Female,25.15,M-IR-38-BSP,20,IR-M-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
IR-M-CAP,,POA,,POA,,,,Cap to suit ISO 5675 Agricultural Male Coupling,,Body,,,,,,16400,http://localhost/truflow/public/admin/images/csv_product_img/IR-M-CAP.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Agricultural,,,
,Cap To Suit 1/4 ISO5675(Agricultural)  Nipple - PVC,9.75,M-IR-14-V-CAP,308,IR-M-CAP,,,,,1/4,,,,,,400,,,,,,,,
,Cap To Suit 3/8 ISO5675 (Agricultural) Nipple - PVC,13.7,M-IR-38-V-CAP,63,IR-M-CAP,,,,,3/8,,,,,,600,,,,,,,,
IRN-F-BSP,,POA,,POA,,,,PBR (IBN) Female Coupling x BSPP Female,,Body,BSPP F,,,,,16660,http://localhost/truflow/public/admin/images/csv_product_img/IRN-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , PBR,,,
,1-0 PBR Body X 1-0 BSPP Female,117.25,TRU-3310-29,108,IRN-F-BSP,,,,,1,1,,,,,1616,,,,,,,,
IRN-F-PLUG,,POA,,POA,,,,Plug to suit PBR (IBN) Female Coupling,,Body,,,,,,16630,http://localhost/truflow/public/admin/images/csv_product_img/IRN-F-PLUG.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , PBR,,,
,Plug To Suit 1-0 PBR Body (PB3310-11) - PVC,27.8,F-IRN-100-Cap,439,IRN-F-PLUG,,,,,1,,,,,,1600,,,,,,,,
IRN-M-BSP,,POA,,POA,,,,PBR (IBN) Male Nipple x BSPP Female,,Body,BSPP F,,,,,16670,http://localhost/truflow/public/admin/images/csv_product_img/IRN-M.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , PBR,,,
,1-0 PBR Nipple X 1-0 BSPP Female,61.8,TRU-3310-22,309,IRN-M-BSP,,,,,1,1,,,,,1616,,,,,,,,
IRN-M-Cap,,POA,,POA,,,,Cap to suitPBR (IBN) Male Nipple,,Body,,,,,,16640,http://localhost/truflow/public/admin/images/csv_product_img/IRN-M-Cap.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , PBR,,,
,Cap To Suit 1-0 PBR Nipple (PB3310-12) - PVC,27.8,M-IRN-100-Plug,212,IRN-M-Cap,,,,,1,,,,,,1200,,,,,,,,
IRN-M-Cover,,POA,,POA,,,,Protective cover to suitPBR (IBN) Male Nipple,,Body,,,,,,16650,http://localhost/truflow/public/admin/images/csv_product_img/IRN-M-Cover.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , PBR,,,
